ID,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume
138.nii.gz,277.0,396.0,279782176.0,3.00601299582064,65.0,3.882429485966985,529.0,331.5773402973082,38.89992302006692,330.0,105.0,424.0,27.216761976356484,335.2722225867337,-5.639968113845924e-05,4249193298.8685493,0.1495452631191546,2463.9306396113975,101.33414993276696,348.9631393785881,-0.9879634949396701,9.564088824037908,6.066722869383183,0.21894600390607735,1.8330712732027123,2.4880177212501904,2.63013341740595,0.4840154061717158,0.41817248237005233,0.9825516555321515,0.9132907728367207,-0.04563388471855153,0.4412586571266403,0.39761117583967454,10.022731154081308,0.025225253091742807,5.8595781832561595,0.3039008757451675,0.05151191939604099,20.045462308162616,3.64474560700958,3.907702923355272,6.116310991050227,283.58899156287663,0.1139369190690545,7.306561405338168,372.2181599035757,3.9926122508341644,99.88147850542387,29.51265568501406,2963.863800723182,0.32382422538739675,0.012941698318551735,0.16092607494413183,15.744571736154846,0.0030358666030194546,308.83504425985217,0.14463626143826172,4.2610228537279715,99.8541585426645,1.6243982787623623,162.11225421080692,0.02024618063357131,0.013237231075500538,3.7068144598753907,1639.9166092808894,0.7625324456031236,0.857217912661866,0.23880652782848072,0.8935197313753089,89.16492969998006,0.012039922044474283,40.6926952141058,0.1025004917231884,9.16651967844476,99.05793450881612,1267.7304785894207,125294.22921914357,13.55605916871602,0.019766782190197084,137.8463476070529,0.3472200191613423,0.6093469131487788,58.51610336557711,0.013835708574836007,5.514770362512426,0.15950180795500202,1228.423579871708,1.6324371719969928,0.0026522763689678236,182.13180824284788,0.03358064647229421,0.34837087054224786,0.6950683046403349,0.5639498631045817,32.08261182980185,56.88912069804384,58.504820973482,69.92317580734031,69.92317212484,76.19424718876647,37164.458439454436,39.541824676068714,0.4569621634265601,11785.710120288659,0.3171231497827167,37801.700852036476
139.nii.gz,174.0,304.0,798384101.0,2.9766827559946405,74.0,3.423700767848089,461.0,233.41571827356668,41.75957209561995,226.0,133.0,328.0,30.443125693610376,239.05189655747856,0.8049694737277728,1703366555.0653095,0.14507212018334595,2662.911710562388,27.613252873471975,497.4630895597827,27.452111647704676,12.200035552128735,5.0410673761992335,0.4167604716956,1.608364551063948,2.2471658339631886,2.046115499448199,0.5334115131704086,0.4771019473642833,0.9766003428106185,0.9051751674210256,-0.12524127832406404,0.5164671076204473,0.3909758963448043,5.081521501453584,0.029189629178209314,5.640555103038532,0.44155909585837044,0.0560642665586923,10.16304300290717,3.755900687458942,4.310275732081993,6.603630856711933,1274.8894853625368,0.0912525578242457,12.382633605575842,2026.802591081526,4.346809139565515,27.969150382936082,51.264834299620645,1306.2504473552358,3.6882977327246045,0.07481853974891729,0.08529781554082859,2.411781161461396,0.007924624318532397,1593.8839299786005,0.14274006198775716,4.557305495782615,28.391751135034458,2.687884039772363,71.96812506447735,0.2033477445364211,0.07549673439254664,3.867601486618956,8381.832751097285,0.7125931942094448,0.798632331808196,0.8141060571461041,0.8555510151466917,24.426025861024648,0.06532745568128966,129.625,0.1328125,7.436818689532385,31.917008196721312,6941.5952868852455,141965.33299180327,557.7959752340653,0.098222491401811,213.7766393442623,0.21903344195108843,0.4761767074629061,12.167815247839032,0.0570364177665841,6.039271953362588,0.06985899362966144,6736.68896864922,28.987199135731395,0.0005090476095977248,103.9253421246339,0.051825984233843415,0.050917714161864906,0.38302801505431194,0.25746939510158345,28.838377838270933,112.00701282143795,79.5190571993939,103.65840102579998,74.8681773977403,109.78982706320164,29345.557139610642,42.90182379315825,0.3297346368130188,13953.434803538823,0.47548713207780513,29807.37480995684
14.nii.gz,293.7,503.5,11177665.0,3.2728184775573284,153.75,1.4788055165288898,532.0,397.13235294117646,74.59904844290656,404.5,280.0,252.0,64.02880658436214,405.43486094635256,0.03667202116557246,169760763.20283294,0.11202422145328719,6663.320717993079,31.52038077913088,885.6747260712286,-21.75653668468497,19.369404480879027,23.758318303884923,-0.09784497138901199,3.9258322249222144,2.957552065101392,7.639679527829951,0.32464608935331757,0.23737801686624221,0.8606851604975216,0.764494935679209,-0.41221154293221446,0.9530035585780365,0.24610678274909337,5.687579593930219,0.03273994859859769,5.126795494804678,0.7544660980014694,0.06291021837708467,11.37515918786044,3.5464237662442732,10.781930696190983,4.51160231924928,21.08823529411765,0.310121107266436,0.7569204152249136,7.617647058823529,11.000865051903112,39.970588235294116,5.117647058823529,248.11764705882354,0.9211695121498247,0.22018164971835077,0.42146650326797386,11.861519607843137,0.12404669542735472,7.318734822800399,0.11235515099192302,10.90953148956305,39.51274583722952,1.133822811930195,46.23524954357436,0.24503994149519553,0.22248516758029788,3.426231926313597,59.83586491006629,0.9167425198566407,0.9581447963800904,0.04162874007167971,0.9665442970174511,37.83211991064331,0.21684647410157348,4.297297297297297,0.11614317019722425,10.258582907231558,34.189189189189186,4.648648648648648,195.45945945945945,0.8345484624867741,0.2696281427883159,13.64864864864865,0.36888239590942296,0.616463963963964,14.84954954954955,0.20483966650437913,4.283381405994067,0.5441176470588235,1.27100073046019,0.5186427191319387,0.043529698555425586,149.29244362118965,0.5477636649360363,2.526039800346395,0.8406901802707383,0.48770556292002165,7.304678049430672,14.977639389010946,17.102629870917237,17.102629870917237,14.150971698084906,18.674848018165786,941.6248669624329,12.591554357977722,0.7803969360167784,595.3246266381288,0.6322312074856026,1032.7498540878296
140.nii.gz,123.8,188.0,2688574.0,1.9527665874874345,31.5,2.655633865730892,214.0,150.97391304347826,20.021776937618146,144.0,117.0,97.0,14.698960302457467,152.90161656380906,0.7307888329479273,14141070.820539296,0.30888468809073727,585.7819281663516,7.830618279293438,16.331935655039743,1.2343497048121936,2.6496821401370902,1.865802288499066,0.18069410832497598,1.033146997154763,1.6452333721602885,0.6922490057702547,0.6057368294444069,0.5666920305570486,0.9370840059738327,0.8464578488012898,-0.18374909262465994,0.7076935639568178,0.4600816259906025,2.762162387797005,0.09997797365705544,3.703032469512128,0.5260490787666157,0.20149325292518047,5.52432477559401,2.4989912280318527,1.128871107159039,4.332283740736488,18.182608695652174,0.15810964083175805,5.597277882797731,35.52173913043478,1.0283553875236295,7.608695652173913,30.078260869565216,206.4608695652174,6.680323671497585,0.2583816425120773,0.07860234754127093,0.49696248096662177,0.030077591695695998,29.051675918602218,0.29761302671828177,1.047823336429484,7.606879560250959,2.122917466821735,16.046443487690247,0.5048427138378216,0.266704192872962,2.5482102597190095,79.14227604115102,0.7743084420903938,0.8481605351170569,0.4752581570011244,0.8855018386594236,6.720306438796186,0.23958631424075344,2.5555555555555554,0.2839506172839506,1.5802469135802468,7.555555555555555,277.8888888888889,1936.7777777777778,61.873456790123456,0.3570679012345679,1.2222222222222223,0.13580246913580246,0.14995693157447335,0.3620099594436075,0.1204908091677859,3.169925001442309,0.0782608695652174,114.61728395061726,1.9978962882189168,0.058735250406878006,5.0423172941586465,0.058076162716583536,0.4953947019303677,0.3859597152986219,0.23837782329608756,5.203226913872299,21.827646724542003,14.858926387269584,20.785514941744175,13.372716625834626,23.421358907704818,545.2547242748665,8.424592315443128,0.6122289585837505,527.1932987981609,0.9668752517445393,604.8645655139189
141.nii.gz,294.0,454.0,1211694150.0,3.3023857021578165,90.0,3.1947048546803303,581.0,370.02113084871706,49.99818100371794,366.0,26.0,555.0,36.70140707158128,375.07600530119146,0.13863279516771343,18402599703.097843,0.11442285980373954,3766.372478136019,214.32129202813027,878.7228518803284,1.934251526673585,16.84345167632457,7.730410689177869,0.3723796860088173,2.0762964773660717,2.6183808449111985,3.2175568043501928,0.45908587187898553,0.38750399411654357,0.986197027731736,0.9217971327606587,-0.06440725838857377,0.5038568464995882,0.3683735599092459,14.561533175697999,0.015678494708530687,6.423194604117322,0.45648789170806786,0.03036192860431116,29.123066351395998,4.053664388465735,6.14346559137561,6.474517895548984,1035.905143387902,0.12027227950631626,6.502263534224043,985.5240914896087,6.105746204402205,211.21084407291303,27.261697434111227,5666.902240798792,0.1449141044084739,0.005683058788215282,0.16045232081107771,34.46419339341967,0.00099867088476262,838.0480582902114,0.11268226298796202,6.317030416170693,211.73356203038426,1.6015923193976707,335.80815135859876,0.008989616481322977,0.005732336277019583,3.970205764034562,5793.34555194866,0.7719614233130883,0.8632210701176218,0.23115315886437499,0.8978594482816425,190.3252628353062,0.005183534242330381,122.76104272266474,0.08889286221771524,10.396185744150598,216.83128167994207,1175.592324402607,244410.43229543808,5.925893104461575,0.006757395984818566,442.9319333816075,0.32073275407792,0.5849152970461968,125.77267591809613,0.0038106773064164362,6.054950671641742,0.16033902240798792,1136.694838034125,2.8830098363168686,0.0008114968182349276,364.20420109072643,0.034812920487319585,0.2054638976265798,0.5021308791086863,0.3771758720770048,45.631567463003826,120.98220178221689,72.24955606819334,122.24769894359234,125.51693112883218,129.2961712387617,129655.65086317062,60.748899337409036,0.35727763569341014,34674.15816047506,0.2674326797917023,130809.90053701401
142.nii.gz,200.2,261.0,1200263.0,2.0449127332389434,35.75,5.063354833810097,321.0,231.86363636363637,21.94214876033058,229.0,198.0,123.0,14.375,233.57527499910836,1.2413604817641972,16830053.73166312,0.26859504132231404,796.6632231404961,7.653846153846154,8.444813535197325,1.0769425348034578,1.1711897009516055,2.9255189255189253,-0.45908176373743104,1.4346764346764347,0.8824546262270572,0.5748856522666046,0.49899267399267394,0.43084105437046616,0.9295079948926102,0.8201072736787022,-0.6240868505152773,0.8533254598192177,0.42739494301994296,2.8272283272283265,0.2916927098474718,2.1236854063274433,0.7966864510795949,0.3423382173382174,5.654456654456653,1.1156263365572772,1.0241771566176328,3.3221793455166635,6.0,0.2727272727272727,0.9752066115702479,5.909090909090909,1.3305785123966942,9.272727272727273,7.454545454545454,60.54545454545455,1.3330176767676767,0.22758838383838384,0.3017676767676768,3.078598484848485,0.1198881172839506,5.494538141596966,0.26499421374230286,1.3769867441734087,9.345250724507691,1.2230576441102754,11.148316080204626,0.2698146008904523,0.23195934970315774,2.2675989779798686,18.645569428851164,0.889264330685677,0.9405594405594406,0.06574845749453183,0.9492632410589068,8.91459499392936,0.22375244992795298,1.8888888888888888,0.20987654320987653,2.3209876543209873,10.666666666666666,9.555555555555555,69.55555555555556,1.9513888888888888,0.3194444444444444,2.5555555555555554,0.2839506172839506,0.5215576971529352,5.630212270093223,0.26001905391786345,2.947702779220087,0.4090909090909091,3.5802469135802464,0.519365906084656,0.22062159258227548,9.197081524375896,0.1216672927623341,2.2053174662950967,0.39426797731993585,0.3558131297564419,5.911442985919255,16.613897834421408,14.930861973341282,14.265889394092072,10.591306871675469,16.768296170287208,225.52004367730115,6.550327894577392,0.6028602348762372,297.20600775767605,1.317869591152399,308.48337580729276
143.nii.gz,151.8,217.0,9869413.0,2.048825827754486,41.0,2.4002835506330618,255.0,183.0484429065744,21.640641275846793,183.0,146.0,109.0,16.984765160523185,184.7977759419187,0.44835828049001697,51782183.26025877,0.2762299301971959,643.485542558159,8.317826839184416,14.707569937634007,1.0302914576753417,2.1649136174251233,1.4045286607059428,0.18579527906105586,0.9026207445708393,1.543301384689277,0.557332353017054,0.6273165470289925,0.5988804193280907,0.9644547526170366,0.879777563561748,-0.09997778686885886,0.5239032829403877,0.5109039850106529,2.845731999450113,0.10525642307126791,3.5995070271616165,0.39936358977423797,0.1807218004273577,5.691463998900229,2.490788525433606,0.8923605695327664,4.854511597349355,34.40484429065744,0.11904790411992193,5.294117647058823,79.83044982698962,1.0842782054812563,9.134948096885813,31.484429065743946,308.74048442906576,4.710576701268742,0.20590926566705112,0.1080785255278582,0.6957071684883102,0.05285262634965024,66.44950894784735,0.2734701511620362,1.122735786586577,8.977009521378504,2.078743183927409,19.392557673467106,0.3814979049207049,0.21825853587142108,2.699454551724507,189.97798606520698,0.7556573222728564,0.8416289592760181,0.4928231529609333,0.8831389193611372,7.836961705200185,0.19995012238311813,8.642857142857142,0.3086734693877551,2.3303571428571423,7.392857142857143,670.5357142857143,5135.642857142857,116.39906746031747,0.5603968253968254,7.857142857142857,0.28061224489795916,0.5313113543153898,1.8485395953262338,0.42635107210766815,3.305435357592946,0.09688581314878893,564.0038265306123,3.0402010921763116,0.02318524424566615,8.925253879080445,0.042889466805544306,0.3107187433905446,0.262943741566485,0.2051585192103163,8.157742260447488,39.76311728047061,28.14667215139752,25.333365931824737,15.509435919435061,40.46512631721752,1404.8129881619388,10.455462834073897,0.5446544102872188,1113.7185220808612,0.7927877457468938,1516.3060824605054
144.nii.gz,270.0,365.0,86496680.0,2.608811384627635,51.75,2.730844689288431,423.0,313.1287356321839,30.261524639978866,308.0,223.0,200.0,22.000620408163265,315.31170492762845,0.46388788439594314,1313667956.2965202,0.18874091689787292,1371.866185757696,28.76940476148125,103.50041370899392,4.617205598260908,6.2295014986229615,2.6094499471271417,0.40107083472046123,1.220745910362388,1.9802946067050096,1.0947043391945466,0.5674452631088199,0.5211248496119947,0.9706824048320251,0.8894409409138776,-0.08332068160128502,0.564794061700681,0.46078686569062016,5.277887637549022,0.04342954451672554,4.92150454336443,0.43214619858479814,0.09685337992211542,10.555775275098044,3.3028121283485348,2.2097378614375254,5.766151151312206,103.24597701149425,0.11867353679482098,7.975293962214296,164.20459770114942,2.3230664552781084,27.79655172413793,30.839080459770116,786.4747126436781,1.5745703995838438,0.054047005999079065,0.14779918379639842,4.222825367832543,0.010663851769952451,136.6563153124231,0.1836155989646895,2.4131351897920266,28.012943702098838,1.673096019825128,45.473640419936636,0.08957705144461242,0.054626934836786746,3.292617494616416,572.7663770279252,0.7584040776236216,0.8545534924845269,0.25369688015067826,0.888780801985881,24.98093460941719,0.04909678087056272,18.96969696969697,0.14370982552800735,3.992366850321396,29.068181818181817,366.95454545454544,8663.825757575758,18.384705388398345,0.07284841279384931,36.72727272727273,0.27823691460055094,0.5452342454673476,15.74897085474802,0.04772606280781375,5.079512000045289,0.15172413793103448,323.51446280991735,2.915475474733775,0.008597660093611554,26.107339077675164,0.05286016586777988,0.22711088074495905,0.4528392342698784,0.2711230599540431,18.21417508528239,67.18047180630741,42.24037254841268,56.22498619856385,66.57702306351644,69.98749594043748,12609.418311953545,30.421953410657398,0.4368212414916801,5997.594192625377,0.47564400230419396,13213.121266365051
145.nii.gz,135.0,246.0,77183612.0,2.7128955719426453,64.0,3.004228543393288,330.0,181.4015322217215,35.39829539673446,171.0,107.0,223.0,25.837255888686844,186.5021738163269,0.7837671006526874,461894670.14582205,0.1787859408309692,1876.5449458271503,19.146629923591853,260.51654706806676,13.517183340909613,9.818961205642939,4.760150961865776,0.3707901085130309,1.6106831725826072,2.2412167567272125,1.8592221905333184,0.5235390376405523,0.46543970412990004,0.9586680757609598,0.8739956919236617,-0.10366417587547616,0.5449951604505395,0.39988978081060816,4.226125050076325,0.032023820041964246,5.435572047227281,0.4014151649078518,0.06669126275102676,8.45225010015265,3.6063366216590245,3.6447780418771782,5.829252147256777,272.8864353312303,0.12297721285769729,6.456873642987831,396.7260027039207,3.115999090975741,17.3199639477242,30.096890491212257,552.5105903560162,4.0692623399024965,0.1443266174870796,0.11738380453126614,2.064770886435545,0.021725168956509507,336.9456495359978,0.17825323683597233,3.1025034016524393,17.285925317472,1.9024010437498087,32.8137440457836,0.27286538223786483,0.14542549847491495,3.3752218804827474,1509.4055730246641,0.7724555609744029,0.8514576905744098,0.38595821738936276,0.8904814064371837,15.344203653352396,0.13042589606624738,38.10344827586207,0.14599022327916503,4.374539422498201,19.260536398467433,652.3639846743295,8977.858237547893,105.82125753866893,0.19602353464445235,49.98850574712644,0.19152684194301317,0.43700631251910704,7.6343189222740975,0.10918141188602896,5.7566887599367424,0.11762054979720594,580.081413954581,10.955467829843604,0.0030512376973547135,41.05219623105464,0.06418365869579988,0.1396619924608228,0.6267525536493675,0.4508766995869164,28.99995599180487,64.31903892654913,54.04265860311545,76.98910179077373,45.51383964061814,77.65588798684429,12598.079280119435,40.312121895487735,0.31864030186423337,8217.120284754244,0.652251831572562,13279.299147772186
146.nii.gz,279.0,402.0,72923591.0,2.8997494860184916,74.0,2.2624043550444988,461.0,341.71451876019574,38.74317998557624,342.0,212.0,249.0,29.01462423160817,344.9084116081288,0.060980898821657276,1107526255.9272473,0.14486293440917158,2193.000066530235,42.02029026121754,146.25867416807526,-0.7683076165000474,7.016811886154376,6.6441460022125565,0.03382065930478642,1.9964204818281384,2.436693695659233,2.274353891312792,0.4641935918380457,0.39093195228416106,0.9520851558130137,0.8590092223748548,-0.08915176386281778,0.5825200077761022,0.35397690174246227,6.47430610467787,0.027581346949387575,5.478656531602751,0.41455922162769626,0.05420500248941245,12.94861220935574,3.3577366784861007,3.4152394720917334,5.753026665341489,82.8694942903752,0.13518677698266754,7.004473493023639,88.80097879282219,3.6024845051081913,41.727569331158236,25.848287112561174,1234.9967373572595,0.6955919374564724,0.03806818742718759,0.16420545597152056,5.920418693504993,0.009175242133669622,76.1856214732229,0.14273543616596904,3.698023034702271,41.030034177649185,1.613944356483549,69.49226959125697,0.05787646806834071,0.039392347752879475,3.47656924866442,429.598347638252,0.7888094165392027,0.8715020705232775,0.23380176894774635,0.9026154520089791,36.60694331127387,0.036454594994714554,17.5,0.15625,4.731823979591836,35.17857142857143,150.77678571428572,6997.616071428572,3.912695844369275,0.05668563522609403,26.732142857142858,0.2386798469387755,0.48948762458025447,16.180530010020206,0.03382590776156468,5.150999031777128,0.18270799347471453,120.82071109693877,2.2353171930908267,0.00908601189867824,59.699749501790734,0.11553554256614636,0.2914794885104472,0.8251737571696803,0.3502589601869611,13.450811322515133,38.402476028979706,42.69072127022721,46.16612275982422,42.95346318982906,48.63446196551536,9011.876446276903,31.688715429451772,0.598685539758949,3498.0727858453356,0.38816253270876816,9309.930923223495
147.nii.gz,315.0,492.0,4296574958.0,3.5261780452868767,85.0,6.448248245639876,1231.0,401.0673931524847,54.272143628092984,398.0,21.0,1210.0,36.3384154650819,407.47019035068354,0.32627381840310216,65254241394.07467,0.10644078114048633,5176.902174292528,283.04804483292236,2619.4902362845696,20.37972461253042,20.90079525125665,10.711427610526934,0.3181874719525111,2.3757873578264004,2.8244583095649642,4.895266556091372,0.43655540739937937,0.3617414551870829,0.995814443805992,0.9562832285389052,-0.05144062061176655,0.4693500795010805,0.348907075229821,16.748078050364665,0.01457052842016976,6.791443736062951,0.4062413376998303,0.03891421040453087,33.49615610072932,4.191457089523083,7.903055715445898,6.646977125651527,3019.903933843419,0.11669773297176826,7.106608511293737,2754.474534353505,8.375307169543898,282.7142746734678,27.723780817682975,7467.919313702759,0.1103269976060811,0.004225540072436652,0.17636157707703567,52.55427689268018,0.0008825097290733746,2279.3627766177756,0.10193874625639782,8.949506945004925,284.4019475605513,1.575617274864027,440.0885196046102,0.0065770909039295595,0.004261205886738685,4.21493838261593,17347.42142617687,0.7715156601204465,0.8638225519746503,0.21828363986102947,0.8987281227197104,256.61218961849926,0.003857412598285976,327.84492911668485,0.07150380133406431,19.05724365522679,302.97055616139585,5689.635768811341,1544228.6586695747,21.169499908888994,0.005164723529840653,1638.6863685932387,0.35740160710866714,0.6204182868643353,188.1963607988522,0.0034214475681950307,6.298285979428847,0.17717752531107506,5657.7803927034365,3.2574927944260734,0.00027863314952362745,1557.8942494534192,0.016654042653458996,0.3757588605597993,0.731102838815598,0.44421595287745763,59.20979633397044,133.29056723522078,119.41969969736193,142.65977888975786,150.0,150.0,391517.98500314355,97.44911209301125,0.3786708792255182,68347.61446994638,0.17457081689209655,393022.1805281639
148.nii.gz,127.0,166.10000000000002,15184370.0,1.3564844198846095,19.0,2.85309876680227,187.0,144.4611111111111,11.790324074074073,142.0,111.0,76.0,8.189553656220323,145.22190873892885,0.250352647475862,79865125.07793751,0.46151620370370366,220.39015432098765,5.609225515406,2.7791533213239488,-0.028090738373905168,0.9508439183339198,0.6926842150672139,0.16383255012214423,0.5689161499140178,1.1661025671970864,0.32381856651322444,0.7361699359018571,0.7279187315583108,0.9614380120281615,0.8903423721889697,-0.14696753541494942,0.5125354050477351,0.4606190929049712,2.3544696174895092,0.21756804956802311,2.5828750852843467,0.4346561816337982,0.3274540809132412,4.708939234979018,1.8913880013251918,0.41088203335028345,4.913383448435665,64.56666666666666,0.08967592592592592,11.917214506172838,332.2916666666667,0.3894367283950617,5.666666666666667,77.57222222222222,433.2083333333333,17.325183256172842,0.25014467592592593,0.02960885203328543,0.16605311380023005,0.009760344653127587,233.7805352786538,0.4467299582443299,0.422877527895805,5.666284660552536,4.716691523689294,26.10462452519358,1.1292859861068367,0.2592113639037163,2.532683888273362,361.3802773725675,0.6108635982723131,0.7268162393162393,1.502041708330147,0.7592638637464548,4.2734629311644685,0.20288549848976747,3.6153846153846154,0.2781065088757396,1.1597633136094674,8.0,11867.846153846154,60556.307692307695,2692.0154914529917,0.3263888888888889,1.3076923076923077,0.10059171597633136,0.16919712776775497,0.9215810194637383,0.09112251637352081,3.700439718141088,0.018055555555555554,8800.390532544381,13.501027003341564,0.00874250431882199,2.3683404486461996,0.02564783825617946,0.04725472672391768,0.24119165111255111,0.16395458084254969,11.556599766950665,70.48659273539177,25.34611419118461,55.25596574134982,62.59446005301148,63.72732995063346,3563.8803366482966,17.000777683147092,0.43266183010465264,2607.8600644715057,0.7317473703183047,3786.9789827378418
149.nii.gz,197.0,323.0,2570852.0,2.69577922542031,62.0,3.260274206057863,385.0,245.46341463414635,40.65913146936347,224.0,191.0,194.0,28.894398530762164,250.40708320068177,1.0949233835691248,36048419.09176169,0.20047590719809635,2451.4193932183216,8.88865253520426,139.2637929185331,9.04048146153001,6.220519398640036,7.560354300871542,-0.07725590611169772,2.0366238167962303,2.0187989308369785,2.6097097806061282,0.47821263039551215,0.40882357676186676,0.9271941982970258,0.8361556435970681,-0.45932397201316455,0.9224625250903556,0.34380638873608904,2.9479475983786325,0.12198318405946702,3.6305944517757927,0.8204015607893671,0.1929670903808835,5.895895196757265,2.455002013435072,3.4452184248778943,4.2291456020207505,10.512195121951219,0.25639500297441997,3.6216537775133855,8.21951219512195,4.196311719214753,14.878048780487806,10.951219512195122,74.92682926829268,2.9157889535669734,0.26679968306202334,0.3874741786958686,8.288379099607322,0.08391112390077982,7.24074997584544,0.1882556287004246,4.321420487339443,15.42557486926555,1.27278116868049,17.408513621689597,0.33964624448490954,0.2660786328577472,2.962837891606781,34.422841493599414,0.8909755958142906,0.9343339587242028,0.10524620610169805,0.9527125300933984,15.02682617106832,0.25254272160420627,2.5789473684210527,0.13573407202216067,5.207756232686981,20.789473684210527,11.736842105263158,87.36842105263158,3.1136925730331115,0.23510473438888224,7.7368421052631575,0.407202216066482,0.649434236478771,15.467619986850758,0.1216110057123649,3.787143960698135,0.4634146341463415,7.080332409972297,0.6591891270829626,0.10650278739081667,50.580846504720476,0.1674195891859352,4.237082200166682,0.5502513646138317,0.3638440658042003,5.798843945852226,15.937717530269756,15.705418843365278,14.265891132191257,11.841441067813495,17.584645329321635,497.7800658138003,8.769750819860722,0.7053714701429549,430.6170635003636,0.8650749458927515,574.9009210807271
