Epoch,Iters,Loss,Acc@1
0.1693121693121693,1,0.805824339389801,37.5
0.3386243386243386,2,1.085891604423523,65.625
0.5079365079365079,3,0.6345937848091125,56.25
0.6772486772486772,4,0.5999135971069336,71.875
0.8465608465608465,5,0.6727501153945923,62.5
1.0158730158730158,6,0.6444014310836792,68.96551724137932
1.1851851851851851,7,0.5871630311012268,75.0
1.3544973544973544,8,0.5806822776794434,71.875
1.5238095238095237,9,0.7654497027397156,65.625
1.693121693121693,10,0.7153667211532593,59.375
1.8624338624338623,11,0.5325260162353516,78.125
2.0317460317460316,12,0.7459619045257568,65.51724137931035
2.201058201058201,13,0.7496483325958252,56.25
2.3703703703703702,14,0.6617290377616882,71.875
2.5396825396825395,15,0.6082245707511902,71.875
2.708994708994709,16,0.6284224390983582,68.75
2.878306878306878,17,0.539813756942749,71.875
3.0476190476190474,18,0.6009191274642944,72.41379310344827
3.2169312169312168,19,0.7471644878387451,50.0
3.386243386243386,20,1.0417615175247192,21.875
3.5555555555555554,21,0.9395126700401306,71.875
3.7248677248677247,22,0.7475578784942627,62.5
3.894179894179894,23,0.6935606002807617,46.875
4.063492063492063,24,0.5601945519447327,79.3103448275862
4.232804232804233,25,0.4501662254333496,78.125
4.402116402116402,26,0.5984797477722168,68.75
4.571428571428571,27,0.6455040574073792,71.875
4.7407407407407405,28,0.6042495369911194,75.0
4.91005291005291,29,0.5637382864952087,75.0
5.079365079365079,30,0.6856361031532288,65.51724137931035
5.248677248677248,31,0.5542343854904175,68.75
5.417989417989418,32,0.7115868330001831,68.75
5.587301587301587,33,0.5226835608482361,78.125
5.756613756613756,34,0.69625324010849,68.75
5.925925925925926,35,0.6340725421905518,62.5
6.095238095238095,36,0.6365973353385925,65.51724137931035
6.264550264550264,37,0.5755513906478882,65.625
6.4338624338624335,38,0.5742709040641785,75.0
6.603174603174603,39,0.69344562292099,65.625
6.772486772486772,40,0.6213305592536926,65.625
6.941798941798941,41,0.5958541631698608,71.875
7.111111111111111,42,0.45976966619491577,79.3103448275862
7.28042328042328,43,0.5503597855567932,71.875
7.449735449735449,44,0.5524978637695312,68.75
7.619047619047619,45,0.6431330442428589,59.375
7.788359788359788,46,0.5755369663238525,75.0
7.957671957671957,47,0.44759246706962585,81.25
8.126984126984127,48,0.6286059021949768,68.96551724137932
8.296296296296296,49,0.5701088309288025,75.0
8.465608465608465,50,0.662977397441864,65.625
8.634920634920634,51,0.5648016929626465,68.75
8.804232804232804,52,0.7973442077636719,71.875
8.973544973544973,53,0.5443258881568909,65.625
9.142857142857142,54,0.5427253246307373,75.86206896551724
9.312169312169312,55,0.5497573614120483,75.0
9.481481481481481,56,0.6664438843727112,62.5
9.65079365079365,57,0.8622844219207764,62.5
9.82010582010582,58,0.5886540412902832,68.75
9.989417989417989,59,1.0096591711044312,53.125
10.158730158730158,60,0.8825206756591797,41.37931034482759
10.328042328042327,61,0.8359151482582092,62.5
10.497354497354497,62,0.5866857171058655,75.0
10.666666666666666,63,0.5805063247680664,65.625
10.835978835978835,64,0.6470924019813538,68.75
11.005291005291005,65,0.52590411901474,75.0
11.174603174603174,66,0.7735996246337891,72.41379310344827
11.343915343915343,67,0.5949947237968445,68.75
11.513227513227513,68,0.6102128624916077,65.625
11.682539682539682,69,0.47160613536834717,81.25
11.851851851851851,70,0.4613792896270752,81.25
12.02116402116402,71,0.5755343437194824,71.875
12.19047619047619,72,0.5492730736732483,72.41379310344827
12.359788359788359,73,0.5442883968353271,81.25
12.529100529100528,74,0.47615373134613037,71.875
12.698412698412698,75,0.5255767703056335,75.0
12.867724867724867,76,0.6482515335083008,68.75
13.037037037037036,77,0.5361423492431641,71.875
13.206349206349206,78,0.5672731995582581,72.41379310344827
13.375661375661375,79,0.6694847345352173,65.625
13.544973544973544,80,0.5524100065231323,75.0
13.714285714285714,81,0.503384530544281,75.0
13.883597883597883,82,0.5876282453536987,71.875
14.052910052910052,83,0.41923531889915466,84.375
14.222222222222221,84,0.4435965418815613,79.3103448275862
14.39153439153439,85,0.3555564880371094,84.375
14.56084656084656,86,0.5589931607246399,78.125
14.73015873015873,87,0.5915911793708801,68.75
14.899470899470899,88,0.7114872932434082,62.5
15.068783068783068,89,0.509795069694519,84.375
15.238095238095237,90,0.540611743927002,68.96551724137932
15.407407407407407,91,0.5123468637466431,81.25
15.576719576719576,92,0.43190911412239075,78.125
15.746031746031745,93,0.6032962799072266,75.0
15.915343915343914,94,0.6636557579040527,62.5
16.084656084656086,95,0.5889323353767395,68.75
16.253968253968253,96,0.42099282145500183,82.75862068965517
16.423280423280424,97,0.3343662917613983,81.25
16.59259259259259,98,0.7413224577903748,62.5
16.761904761904763,99,0.47514957189559937,84.375
16.93121693121693,100,0.5903100967407227,71.875
17.1005291005291,101,0.5467923879623413,75.0
17.26984126984127,102,0.47566336393356323,82.75862068965517
17.43915343915344,103,0.28564703464508057,90.625
