ID,DTL_0,DTL_1,DTL_2,DTL_3,DTL_4,DTL_5,DTL_6,DTL_7,DTL_8,DTL_9,DTL_10,DTL_11,DTL_12,DTL_13,DTL_14,DTL_15,DTL_16,DTL_17,DTL_18,DTL_19,DTL_20,DTL_21,DTL_22,DTL_23,DTL_24,DTL_25,DTL_26,DTL_27,DTL_28,DTL_29,DTL_30,DTL_31
0.nii.png,7.508707865818937,4.765854819005077,-0.6619803385678606,-1.2275773676578103,3.8685742619001924,-0.8081246639516834,-1.128089621676702,-2.3982977130556793,0.7881699476872549,3.259832268256723,-0.23795094595111535,3.214477065128448,0.09275507968937804,-0.022645950341442973,-0.25012541419821693,2.4515430367593742,-0.9912187968800766,0.9012722623549791,-3.399527477403783,0.9652054282508205,0.33915772107341985,-0.44869532965041553,0.7425128537465223,0.5568395328371902,0.3727655550546002,-1.971333468413061,-0.8813611130125354,0.1514790824420574,0.3463449907001215,-0.20290885978459813,-1.2929375392788867,0.9731936032479322
0.nii_+01.png,5.511878830821325,2.1848510392681906,-0.960806201732654,-2.91007729753828,0.3601926450500833,1.3507474999754645,0.9965147023585957,-3.026545861003906,0.5672811307227765,2.146338146084018,-0.3790856948125841,2.0477507016073955,1.057194820462063,0.10101312077232912,-0.10843064755191457,0.011415384124886343,1.0950034266382376,-0.39207877894011384,-0.8494269537556847,-1.31631657878453,-0.37903042563508355,-0.1289886383090823,1.3601026216683965,0.546605181146368,-2.171137904384672,-0.011422296994819094,0.5927272075927565,1.3581089277729983,-0.9524422870878807,0.07477013452947256,2.060456978675394,-0.06529627741216112
0.nii_-01.png,5.915553595110205,4.394517591174785,-2.2483992591459465,-4.697870552324768,0.01981174401652696,-1.3709977249414813,0.47690554423062187,-2.6083818826486915,-0.3159868704700256,2.3525643116690547,-0.8532652236088837,1.7822573762691298,0.8684785882932194,-0.19214648721157584,0.8927266197456774,2.4317453552152033,-1.2932380192543365,2.5727443860277823,-1.8816178767675513,0.08765393589700665,-0.929986112479963,0.14745957107650481,-0.24099535088802843,-0.05577152822262587,-1.2829373393936163,-1.2692978369294659,-0.7704707467504887,0.08455431877120839,0.6397140808115089,-1.484047748855002,0.8378526564045313,-0.1832029067957866
1.nii.png,7.093453164647392,1.5371667623675171,-1.9937766226873446,-1.7190980168957029,1.988179938759168,2.0788020808728684,0.7680435265379513,-0.3302599753379755,-1.3512667617741674,0.96806351692847,0.2683270239258992,-1.419987946127555,0.47192710190727327,1.0201810493771812,1.0837609398045456,-1.467666284742746,-1.2497455287537578,-0.44488809865840373,-1.3182844115568695,-0.846494833249863,0.05714049315436876,-0.19004957016635504,-1.0419091285745157,-0.005234359108081658,1.200349526239281,1.8178938659773218,-1.6102931348226197,1.773919847646826,-0.11590572424935958,-0.14498384834417494,1.1466226218190516,-0.6530297039044599
1.nii_+01.png,9.96128510882511,0.638608050127217,-0.85025183896108,-1.9086335178602511,3.5649146574277513,-0.6231976258631062,-1.2886498786668672,0.3560373662093452,-1.2896325943464473,0.5664841989894215,-0.8711158216220792,-2.7738964157986192,-1.2750288796360767,-0.4867514095531186,1.3679010709619246,-4.47172100549873,-1.0717522016517407,-0.5141438325046878,0.6099856502101064,-2.0950115192024854,-0.3438668316655497,0.3007222799355754,-0.49552367329766356,-2.288451198851474,0.12584269897690434,1.0500088665959462,-0.06830593088980502,0.5502751358673549,1.180682589027939,1.522663592836538,2.300150663667286,1.016169687573459
1.nii_-01.png,6.597689151708512,1.243818151713655,-3.668398406451633,-4.166212644212009,3.2465774205514633,1.0974011690978727,-0.350223919343933,-0.7209601330146939,0.288082294400134,1.4500840318496417,0.9838605514381871,-0.9179441668640536,-1.0795745770197132,-1.1024506245901755,2.7718110044790962,-2.5437830704332574,-1.1842179100789938,1.8839341112259502,-1.119896346330495,0.4280023860467795,-1.890364262976688,0.425376478155602,0.16420250474549666,0.28470273201793866,1.3989093920891056,0.37478857780040475,-2.400948413705255,1.1322479570258441,1.4592279893529227,0.742630152776575,0.9582299508966594,-0.15808371212073105
10.nii.png,-4.558416751337644,3.8483039009625895,3.7247909362046236,4.346769137304138,2.4746150329718666,1.9332817857903046,-0.07352468317313778,3.9043764960667553,1.4377168360202275,-1.1844486525953966,-0.4920598703857984,1.0977097615904803,1.8764187463697286,3.945913379182745,-3.3620682751354742,-1.5299555650510492,2.4454768499549875,-0.742598294455106,-0.6139029334836152,1.8461943309105633,-2.658443937492119,-0.8181200455309232,-3.0566304481984874,1.0424657531268293,1.3900515677287584,0.04792662969908864,0.3489142650328716,-0.4649136909923471,2.401411042164649,-2.09231609188294,0.1163624387766542,-0.4156873740461587
10.nii_+01.png,-8.105048111958498,8.266506144295386,1.6160468902414489,-0.45468638034041864,3.1786765985299947,3.829116592441743,-0.40310757483671,3.734463649826233,1.1851913103198812,-3.182381473641979,0.4471582565858944,-1.2018788483681226,2.8023949303625826,2.2828833134999305,-2.1658851719663974,-2.7270425354274885,3.702566485385283,-0.9750787099448535,-0.6979998221661156,0.6547203018029013,0.05334446954512391,1.2302358644730296,-0.33291534355586105,-0.9072923758219917,-0.7346672550364375,0.8496256832916781,0.05566900077851992,-1.8855328476656665,1.770649333148263,-1.2674563231995457,0.35113785768767836,-0.1761419058095705
10.nii_-01.png,-4.6858742280093475,0.9025892251241239,4.61172148289626,0.6647907516508286,-2.171168422949524,-0.6385587246685949,2.8491328760746795,1.4699417768021996,2.1272422708281256,-0.30452895821593695,-1.985716583846423,3.160674142744515,2.21638767449879,4.367591676461125,2.3003048005040037,-0.45510899120151355,0.0888831353147294,-1.1865744567162664,0.3795734325084281,0.42638701184930516,-3.4715162617832505,2.1918287097377678,-0.3009041708488633,0.2515572466159671,1.7429812038379044,-0.0764042335543815,2.3828310143594074,0.278688149113637,1.200641967259369,0.5298176219452381,-1.2539989914271514,0.3331153177131098
100.nii.png,1.8046514113985193,1.8801747713952892,0.6402818145334371,7.817824786059339,3.9876209339421624,0.06101709126520651,-0.8848666522045885,1.479636873194709,-0.8986986369957786,0.0591975579563986,-0.4336881107317149,-1.4151305264970886,0.17816125051910198,-2.5760076970365704,2.0963972577711214,1.4314254022576662,2.683520889142302,-1.457372331776469,1.27437847991204,1.2399216472262182,-0.8705777268945347,-0.4554622339848875,0.6566007904796478,0.19343898553547798,-1.1439851478922773,1.2597078321404922,0.7438024132445833,1.8503903227044591,0.43026202893016213,-1.5429421274907866,-0.1422758366056673,2.3515691534687573
